id,listing_url,last_scraped,source,name,description,picture_url,host_id,host_url,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
958666508811830258,https://www.airbnb.com/rooms/958666508811830258,2025-03-23,city scrape,Jolie chambre dans grand appart.,Accommodation close to all amenities. Located 7 minutes by bus and 25 minutes walk from the airport and 18 minutes by bus from the center of Geneva and the train station.,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTU4NjY2NTA4ODExODMwMjU4/original/fc3bfd86-dca8-4cd8-808c-509ce4f8699a.jpeg,134078768,https://www.airbnb.com/users/show/134078768,2017-06-08,"Geneva, Switzerland",within an hour,100.0,100.0,t,https://a0.muscache.com/im/pictures/user/8e29f9ce-ab8f-41cf-9ebc-f895782aaf90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8e29f9ce-ab8f-41cf-9ebc-f895782aaf90.jpg?aki_policy=profile_x_medium,3,3,"['email', 'phone']",t,t,Vernier,46.2170324,6.0911893,Private room in bed and breakfast,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""Elevator"", ""Dedicated workspace"", ""Hangers"", ""Private living room"", ""Air conditioning"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Host greets you"", ""Dryer"", ""Heating"", ""Washer"", ""Hair dryer""]",51.0,1,365,1,1,365,365,1.0,365.0,True,24,54,80,260,2025-03-23,70,46,3,260,52,255,4.8,4.81,4.61,4.93,4.94,4.73,4.59,t,2,0,2,0,3.61
960634118381884351,https://www.airbnb.com/rooms/960634118381884351,2025-03-23,city scrape,Charming Geneva apartment,"Situated in the heart of Geneva, the whole group will enjoy easy access to everything from this centrally located place. <br />Located 5 min by foot from the old town, parc des Bastions and the downtown area, lake Léman is a 15 min walk away - 7 min by tram.<br />Playground and a church in front of the Apt. You have a choice of 5 different food stores at a very short walking distance.<br />Plenty of cool bars and restaurants in the area. Close to the modern art museum and several other museums in town.",https://a0.muscache.com/pictures/hosting/Hosting-960634118381884351/original/4e4cd2c3-23d1-4f70-9c7f-6efa53d2f254.jpeg,264341974,https://www.airbnb.com/users/show/264341974,2019-05-26,"Geneva, Switzerland",within an hour,100.0,74.0,t,https://a0.muscache.com/im/pictures/user/User-264341974/original/c631ea06-3cd6-4fe9-80b7-45c0b183f3ec.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-264341974/original/c631ea06-3cd6-4fe9-80b7-45c0b183f3ec.jpeg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.1938,6.14647,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,1.0,"[""Radiant heating"", ""Toaster"", ""Elevator"", ""Stove"", ""Bed linens"", ""Room-darkening shades"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""TV"", ""Hangers"", ""Wifi"", ""Washer"", ""Dining table"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Clothing storage"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Single oven"", ""Portable fans"", ""Shower gel"", ""Dishes and silverware"", ""Backyard"", ""Cleaning products"", ""Iron"", ""Lake access"", ""Body soap"", ""Laundromat nearby"", ""Bathtub"", ""Wine glasses"", ""Essentials"", ""Conditioner"", ""Ethernet connection""]",192.0,3,365,3,3,365,365,3.0,365.0,True,11,28,58,229,2025-03-23,26,18,2,229,18,108,4.88,4.92,4.85,5.0,4.88,4.88,4.77,f,1,1,0,0,1.37
960940162199784221,https://www.airbnb.com/rooms/960940162199784221,2025-03-23,city scrape,glamour centre de Genève,"In a beautiful old building with elevator, charming 70m2 apartment.<br />It consists of two spacious bedrooms with closets, bedding,quality and und<br />A fully equipped dining kitchen, oven, induction stove, fridge, coffee maker, cutlery, cooking utensils.<br />Bathroom with bathtub.<br />Ideally located in the center of Geneva close to several supermarkets, restaurants, shops, boutiques, bakery, pharmacies, etc.<br />Multiple public transport, bus, tram, train",https://a0.muscache.com/pictures/18f7b155-8731-4793-b193-153de2c72ab3.jpg,48450653,https://www.airbnb.com/users/show/48450653,2015-11-08,"Geneva, Switzerland",within an hour,100.0,99.0,f,https://a0.muscache.com/im/pictures/user/User/original/4e4bb44f-6833-49a9-880f-7391b4c4f119.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/4e4bb44f-6833-49a9-880f-7391b4c4f119.jpeg?aki_policy=profile_x_medium,6,8,"['email', 'phone']",t,t,Commune de Genève,46.1884,6.14625,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Crib"", ""Elevator"", ""HDTV"", ""Bed linens"", ""Room-darkening shades"", ""Long term stays allowed"", ""Cooking basics"", ""Clothing storage: closet"", ""Baking sheet"", ""Central heating"", ""Hangers"", ""Wifi"", ""Paid street parking off premises"", ""Single level home"", ""Dining table"", ""Hair dryer"", ""Coffee maker: espresso machine"", ""Kitchen"", ""Hot water"", ""Cleaning available during stay"", ""Refrigerator"", ""Extra pillows and blankets"", ""Gel douche  body soap"", ""Single oven"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Cleaning products"", ""Iron"", ""Laundromat nearby"", ""Bathtub"", ""Wine glasses"", ""Essentials"", ""Host greets you""]",180.0,5,365,5,5,1125,1125,5.0,1125.0,True,0,1,21,201,2025-03-23,2,0,0,201,0,0,4.5,4.0,4.5,4.5,4.0,4.0,4.0,t,5,5,0,0,0.12
963827213264843784,https://www.airbnb.com/rooms/963827213264843784,2025-03-23,city scrape,Jet d’eau view,"Enjoy stylish, central accommodation.<br />This sunny and comfortable apartment is located in the banking district. It is tastefully furnished and perfect for up to 4 to 6 people. You will find many restaurants and shops nearby and 5 mins from the exclusive Place de Bel-Air and rue du Marché and only 5 min walk from the old town. Perfect for extending your stay or discovering Geneva.",https://a0.muscache.com/pictures/hosting/Hosting-963827213264843784/original/143faad9-3bf2-4db4-99ff-0adbbb6ce82f.jpeg,241274491,https://www.airbnb.com/users/show/241274491,2019-02-05,"Geneva, Switzerland",within an hour,100.0,100.0,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,2,2,"['email', 'phone']",f,t,Commune de Genève,46.20406,6.13873,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Elevator"", ""Freezer"", ""Bed linens"", ""Room-darkening shades"", ""Dishwasher"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""Paid parking on premises"", ""55 inch HDTV with standard cable, Netflix"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Central heating"", ""Fast wifi \u2013 469 Mbps"", ""Hangers"", ""Free washer \u2013 In unit"", ""Paid street parking off premises"", ""Dining table"", ""Hair dryer"", ""Drying rack for clothing"", ""Coffee maker: espresso machine"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Cleaning available during stay"", ""Arcade games"", ""Extra pillows and blankets"", ""Safe"", ""Portable fans"", ""Outdoor furniture"", ""Books and reading material"", ""City skyline view"", ""Bosch refrigerator"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Induction stove"", ""Bathtub"", ""Wine glasses"", ""Essentials"", ""Clothing storage: closet, wardrobe, and dresser"", ""Conditioner"", ""Ethernet connection""]",155.0,2,365,1,2,1125,1125,2.0,1125.0,True,7,22,37,62,2025-03-23,127,90,5,62,89,255,4.8,4.91,4.72,4.84,4.82,4.94,4.76,f,2,2,0,0,6.77
965823654033867414,https://www.airbnb.com/rooms/965823654033867414,2025-03-23,city scrape,Appartement Christine,"Make life easier at this peaceful, centrally located home.",https://a0.muscache.com/pictures/miso/Hosting-965823654033867414/original/58961e06-9724-4852-a9da-faf896908f86.jpeg,500920694,https://www.airbnb.com/users/show/500920694,2023-02-13,Unknown,a few days or more,20.0,0.0,f,https://a0.muscache.com/im/pictures/user/User-500920694/original/3d215981-4f18-4f58-b62a-73576ceb5ad1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-500920694/original/3d215981-4f18-4f58-b62a-73576ceb5ad1.jpeg?aki_policy=profile_x_medium,3,3,"['email', 'phone']",t,t,Commune de Genève,46.21161,6.14797,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Central heating"", ""Kitchen"", ""Hot water"", ""Body soap"", ""Bathtub"", ""Bed linens"", ""Wifi"", ""Pets allowed"", ""Essentials"", ""Shampoo"", ""Shower gel""]",115.0,10,365,10,10,365,365,10.0,365.0,True,19,49,79,79,2025-03-23,2,0,0,79,1,0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,f,2,2,0,0,0.13
968262079524128378,https://www.airbnb.com/rooms/968262079524128378,2025-03-23,city scrape,Heaven In Geneva,the apartment is all tiled with white / grey modern furniture .  it is easy to handle with a great kitchen  ( miele ) and offers a dining room table which is lowered from the side and offers space to host 10 people .  during the day that table is back into the side wall ..... <br /><br />people like that the place is not loaded with old furniture .... all you need with no excess stuff in your way,https://a0.muscache.com/pictures/miso/Hosting-968262079524128378/original/7732f116-ba30-4cce-a9fb-7cd1d229a5e9.jpeg,18807537,https://www.airbnb.com/users/show/18807537,2014-07-24,"Kowloon, Hong Kong",within a day,67.0,4.0,f,https://a0.muscache.com/im/users/18807537/profile_pic/1408300168/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18807537/profile_pic/1408300168/original.jpg?aki_policy=profile_x_medium,3,4,"['email', 'phone']",t,f,Carouge,46.17607,6.14262,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""BBQ grill"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""Wifi"", ""Exterior security cameras on property"", ""Washer"", ""Dedicated workspace""]",176.0,1,365,1,1,365,365,1.0,365.0,True,25,54,82,244,2025-03-23,0,0,0,244,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,2,2,0,0,0.0
968839072364054351,https://www.airbnb.com/rooms/968839072364054351,2025-03-23,city scrape,Ground floor apartment,"68sqm flat plus balcony overlooking playground.<br />Hallway with wardrobes for lots of storage.<br />Functioning kitchen with appliances & utensils.<br />1 bedroom, with queen size bed, bunk bed & wardrobes.<br />Large living room with dining area as well as a small desk.<br />WC and bath with shower. <br />Wifi.<br /><br />Ground floor, with allocated free exterior parking. Access to secure bike shed available if you notify us in advance. <br />Strictly no pets or smoking. <br /><br />Very short walk to CDL and GES (~450m). <br />Close to the lake.",https://a0.muscache.com/pictures/miso/Hosting-968839072364054351/original/fff3a08d-48ef-4aa6-b726-b5c8891ab8ff.jpeg,159336151,https://www.airbnb.com/users/show/159336151,2017-11-19,"Versoix, Switzerland",within an hour,90.0,82.0,t,https://a0.muscache.com/im/pictures/user/c3e78344-6dfe-43a4-b987-02bbc920846c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c3e78344-6dfe-43a4-b987-02bbc920846c.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Versoix,46.29212,6.16206,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Clothing storage: wardrobe"", ""Freezer"", ""Bed linens"", ""Blender"", ""Outdoor playground"", ""Room-darkening shades"", ""Dishwasher"", ""Private patio or balcony"", ""Host greets you"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""Central heating"", ""Smoke alarm"", ""Hangers"", ""Wifi"", ""Washer"", ""Dining table"", ""Oven"", ""Dedicated workspace"", ""Single level home"", ""Drying rack for clothing"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Free street parking"", ""Outdoor furniture"", ""Hot water kettle"", ""32 inch TV"", ""Shower gel"", ""Dishes and silverware"", ""Coffee"", ""Cleaning products"", ""Paid parking lot on premises \u2013 1 space"", ""Iron"", ""Free parking on premises"", ""Body soap"", ""Wine glasses"", ""Babysitter recommendations"", ""Coffee maker: drip coffee maker"", ""Essentials"", ""Electric stove""]",117.0,3,30,3,3,30,30,3.0,30.0,True,1,1,18,268,2025-03-23,20,14,0,187,16,84,4.95,5.0,5.0,5.0,5.0,4.75,4.7,f,1,1,0,0,1.1
969350576817105076,https://www.airbnb.com/rooms/969350576817105076,2025-03-23,city scrape,Appartement Christie Geneva,"Make life easier at this peaceful, centrally located home.",https://a0.muscache.com/pictures/miso/Hosting-969350576817105076/original/29cf6c6e-094f-4fca-ba7c-f5fb21ddaa6f.jpeg,409674297,https://www.airbnb.com/users/show/409674297,2021-06-28,Unknown,within an hour,100.0,84.0,f,https://a0.muscache.com/im/pictures/user/User/original/da58c4e5-8018-46d0-8972-fd148987e05b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/da58c4e5-8018-46d0-8972-fd148987e05b.jpeg?aki_policy=profile_x_medium,15,17,['phone'],t,t,Commune de Genève,46.2116,6.14715,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi""]",154.0,1,365,1,3,365,365,1.1,365.0,True,29,59,89,362,2025-03-23,15,13,0,281,9,78,4.0,3.93,3.73,4.27,4.2,4.27,3.87,f,12,12,0,0,1.0
972958164085719483,https://www.airbnb.com/rooms/972958164085719483,2025-03-23,city scrape,Chambre dans grand appartement,You won't want to leave this lovely and unique place.<br /><br />A bedroom in a large bright 4 room apartment with 2 bedrooms. You'll share the common areas with 1 person.<br /><br />In front of bus stop <br />Next to mall and supermarkets,https://a0.muscache.com/pictures/hosting/Hosting-972958164085719483/original/149cb753-fb76-4c8a-8e5c-1a3d50600299.jpeg,245306492,https://www.airbnb.com/users/show/245306492,2019-02-25,"Geneva, Switzerland",within a few hours,80.0,25.0,f,https://a0.muscache.com/im/pictures/user/User-245306492/original/5febfdaa-5376-41d8-b95d-65b555b636d2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-245306492/original/5febfdaa-5376-41d8-b95d-65b555b636d2.jpeg?aki_policy=profile_x_medium,1,2,['phone'],t,t,Commune de Genève,46.20739958476529,6.119189646833209,Private room in bed and breakfast,Private room,1,0.5,Private half-bath,1.0,1.0,"[""Lock on bedroom door"", ""Wifi"", ""Kitchen""]",50.0,7,365,7,9,365,365,7.0,365.0,True,12,21,21,21,2025-03-23,1,0,0,21,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.05
973076962697385224,https://www.airbnb.com/rooms/973076962697385224,2025-03-23,city scrape,Grand studio au centre-ville de Genève,"Welcome to our charming studio in a small building, ideally located in the Eaux-Vives district, in the heart of Geneva.<br /><br />Whether you are traveling for work or on vacation, our fully equipped studio will be your perfect pied-à-terre to explore this beautiful city.<br /><br />1-minute walk from the lakefront, enjoy the many shops, bars, restaurants...<br /><br />Perfectly suitable for a couple with 2 children - extra bed.<br /><br />We look forward to welcoming you to Geneva",https://a0.muscache.com/pictures/hosting/Hosting-973076962697385224/original/a5b3027c-55ff-4885-8317-74e57e8d9388.png,490486052,https://www.airbnb.com/users/show/490486052,2022-12-06,Unknown,within an hour,100.0,99.0,t,https://a0.muscache.com/im/pictures/user/User-490486052/original/9ec67b8b-23e2-4bae-81c4-070a5fd57dcd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-490486052/original/9ec67b8b-23e2-4bae-81c4-070a5fd57dcd.jpeg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.20262,6.15657,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,3.0,"[""Toaster"", ""Shared gym nearby"", ""Elevator"", ""Freezer"", ""Bed linens"", ""Room-darkening shades"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""Paid parking on premises"", ""Central heating"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Paid street parking off premises"", ""Mini fridge"", ""Dining table"", ""Hair dryer"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Lockbox"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Portable fans"", ""Miele stainless steel electric stove"", ""Double oven"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Savon de Marseille body soap"", ""Lake access"", ""Laundromat nearby"", ""Bathtub"", ""Wine glasses"", ""Shared beach access"", ""Self check-in"", ""Bread maker"", ""Essentials"", ""Children\u2019s dinnerware"", ""Conditioner""]",101.0,2,1125,1,2,1125,1125,2.0,1125.0,True,0,0,0,0,2025-03-23,179,127,7,0,129,255,4.78,4.84,4.73,4.97,4.96,4.92,4.71,f,1,1,0,0,9.78
976043252474265265,https://www.airbnb.com/rooms/976043252474265265,2025-03-23,city scrape,Appartement dans un jardin,Geneva center. Enjoy a stylish and central accommodation.,https://a0.muscache.com/pictures/56711ba2-0e4d-4bf0-a4ce-1906e17ef950.jpg,44666245,https://www.airbnb.com/users/show/44666245,2015-09-20,"Geneva, Switzerland",within an hour,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/User-44666245/original/64f594c4-3acf-4335-86af-31aec8bdee3a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-44666245/original/64f594c4-3acf-4335-86af-31aec8bdee3a.jpeg?aki_policy=profile_x_medium,17,25,"['email', 'phone']",t,t,Commune de Genève,46.2104,6.124,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Coffee maker: french press"", ""Toaster"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer"", ""Bed linens"", ""Room-darkening shades"", ""Dishwasher"", ""Single level home"", ""Cooking basics"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Private entrance"", ""First aid kit"", ""Smoke alarm"", ""Fire extinguisher"", ""Free parking on premises \u2013 3 spaces"", ""Hangers"", ""Wifi"", ""Heating"", ""Shared patio or balcony"", ""Washer"", ""Dining table"", ""Indoor fireplace"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Oven"", ""Clothing storage"", ""Microwave"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Outdoor dining area"", ""Portable fans"", ""Outdoor furniture"", ""Piano"", ""Hot water kettle"", ""Barbecue utensils"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Sun loungers"", ""Bathtub"", ""TV with standard cable"", ""Wine glasses"", ""Self check-in"", ""Essentials"", ""Changing table""]",77.0,2,7,1,2,1125,1125,1.6,1125.0,True,5,8,12,207,2025-03-23,12,8,1,126,8,48,4.75,4.83,4.83,4.92,5.0,4.92,4.75,f,17,9,8,0,0.75
976728617813849871,https://www.airbnb.com/rooms/976728617813849871,2025-03-23,city scrape,"Joli appartement,vue sur lac","Located in Versoix, a 3 minute walk to the station that leads to Geneva (15 min by train).  All amenities (store, post office, pharmacy, bakery, etc.) in the village of Versoix. <br />10 minutes walk to Lake (Port Choiseul) and forest.<br />Magical lake and mountain views. <br />Simple but pleasant and well-equipped apartment.",https://a0.muscache.com/pictures/hosting/Hosting-976728617813849871/original/66c98613-b1e2-4a5b-8b7f-01b46d488935.jpeg,159305579,https://www.airbnb.com/users/show/159305579,2017-11-19,"Geneva, Switzerland",within a day,100.0,40.0,f,https://a0.muscache.com/im/pictures/user/ce840537-72f6-4124-ab6f-0420b7f53111.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce840537-72f6-4124-ab6f-0420b7f53111.jpg?aki_policy=profile_x_medium,1,2,"['email', 'phone']",t,t,Versoix,46.28600617118615,6.161946058273315,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Elevator"", ""Freezer"", ""Bed linens"", ""Blender"", ""Room-darkening shades"", ""Dishwasher"", ""Mountain view"", ""Private patio or balcony"", ""Shampoo"", ""Cooking basics"", ""Baking sheet"", ""Children\u2019s books and toys for ages 5-10 years old"", ""Central heating"", ""First aid kit"", ""Sound system with Bluetooth and aux"", ""Electric stove"", ""Rice maker"", ""Hangers"", ""Mini fridge"", ""Washer"", ""Dining table"", ""Oven"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Single level home"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Free street parking"", ""Books and reading material"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Coffee maker: pour-over coffee"", ""Iron"", ""Record player"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Bathtub"", ""Wine glasses"", ""Lake view"", ""Essentials"", ""Board games""]",122.0,1,365,1,1,365,365,1.0,365.0,True,14,44,74,74,2025-03-23,3,2,0,74,3,12,5.0,5.0,5.0,4.67,5.0,5.0,5.0,f,1,1,0,0,0.23
977611131173594173,https://www.airbnb.com/rooms/977611131173594173,2025-03-23,city scrape,Large and cozy attic apartment,"This special attic is close to everything, making it easy to plan your visit. The high ceiling and open kitchen make it a real home. Each bedroom has its own bathroom, make this 120sqm apartment even more spacious.",https://a0.muscache.com/pictures/miso/Hosting-977611131173594173/original/97551c9e-e3e0-4e1d-bd71-b8150dd55b42.jpeg,429772490,https://www.airbnb.com/users/show/429772490,2021-10-31,Unknown,within a day,71.0,39.0,f,https://a0.muscache.com/im/pictures/user/User-429772490/original/d48e4360-1bab-44df-b8be-d33b5a8bd745.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-429772490/original/d48e4360-1bab-44df-b8be-d33b5a8bd745.png?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.20107,6.16292,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,"[""Iron"", ""Central heating"", ""Kitchen"", ""TV"", ""Hot water"", ""Wifi"", ""Washer"", ""Hot tub"", ""Dedicated workspace""]",270.0,3,365,3,3,365,365,3.0,365.0,True,13,40,70,70,2025-03-23,15,12,0,70,13,72,4.93,4.93,4.93,5.0,4.93,4.93,4.93,f,1,1,0,0,0.84
978071176272632438,https://www.airbnb.com/rooms/978071176272632438,2025-03-23,city scrape,Chic Central Apt: Lake Proximity,"This centrally located apartment features two spacious bedrooms for your comfort. Enjoy convenience with the lake and train station nearby, along with supermarkets like Lidl and Coop just steps away. The inviting interiors cater to guests of all ages. Whether exploring history, indulging in cuisine, or seeking relaxation, this apartment is your perfect base. Step into a lively neighborhood with shops, cafes, and culture. Your Geneva family getaway begins here!""",https://a0.muscache.com/pictures/hosting/Hosting-978071176272632438/original/936647c1-c786-4a0d-b020-804a86f34181.jpeg,17675448,https://www.airbnb.com/users/show/17675448,2014-07-05,"Geneva, Switzerland",within an hour,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/37f2b75a-de80-49ca-a4d7-6953d642d8bb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/37f2b75a-de80-49ca-a4d7-6953d642d8bb.jpg?aki_policy=profile_x_medium,6,7,"['email', 'phone']",t,t,Commune de Genève,46.21431969379194,6.14740714430809,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Toaster"", ""Elevator"", ""Bed linens"", ""Long term stays allowed"", ""Baking sheet"", ""Central heating"", ""TV"", ""Smoke alarm"", ""Fire extinguisher"", ""Hangers"", ""Wifi"", ""Mini fridge"", ""Single level home"", ""Dining table"", ""Hair dryer"", ""Coffee maker: espresso machine"", ""Lockbox"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Portable fans"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Iron"", ""Crib - available upon request"", ""Body soap"", ""Laundromat nearby"", ""Wine glasses"", ""Self check-in"", ""Essentials"", ""Exterior security cameras on property""]",197.0,2,365,2,2,1125,1125,2.0,1125.0,True,19,36,62,213,2025-03-23,62,48,2,213,49,255,4.35,4.47,4.68,4.74,4.37,4.58,4.34,t,6,6,0,0,3.45
978218962462842614,https://www.airbnb.com/rooms/978218962462842614,2025-03-23,city scrape,Appartement 2 pièces.,"Make life easier at this peaceful, centrally located home.",https://a0.muscache.com/pictures/hosting/Hosting-978218962462842614/original/4da03d97-fc09-4084-92d7-7b475cfde173.jpeg,536620708,https://www.airbnb.com/users/show/536620708,2023-09-11,"Geneva, Switzerland",Unknown,100.0,84.0,f,https://a0.muscache.com/im/pictures/user/User-536620708/original/6a79d9b7-0069-433d-8319-645395b66b81.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-536620708/original/6a79d9b7-0069-433d-8319-645395b66b81.jpeg?aki_policy=profile_x_medium,1,1,['phone'],t,t,Commune de Genève,46.22076999999999,6.1483833,Private room in rental unit,Private room,1,1.0,1 bath,1.0,2.0,"[""Lock on bedroom door"", ""Kitchen"", ""Lake access""]",81.0,3,3,3,3,3,3,3.0,3.0,False,27,57,87,362,2025-03-23,0,0,0,281,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,0,1,0,0.0
980074497596758204,https://www.airbnb.com/rooms/980074497596758204,2025-03-23,city scrape,Comfortable Studio / Old Town',"Prime Location! Cosy studio, in the heart of the Old Town<br /><br />One of the most popular neighborhoods of Geneva<br />Close to shops, train station, restaurants and the lake",https://a0.muscache.com/pictures/miso/Hosting-980074497596758204/original/acaf62d8-d0d4-42dd-ac03-ee260a30d1bf.jpeg,3528377,https://www.airbnb.com/users/show/3528377,2012-09-10,"Geneva, Switzerland",within an hour,78.0,88.0,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,142,447,"['phone', 'work_email']",t,t,Commune de Genève,46.20136,6.14964,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Stove"", ""Freezer"", ""Bed linens"", ""Room-darkening shades"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""TV"", ""Hangers"", ""Wifi"", ""Heating"", ""Oven"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage"", ""Lockbox"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Portable fans"", ""Hot water kettle"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Iron"", ""Self check-in"", ""Essentials""]",152.0,2,365,2,2,1125,1125,2.0,1125.0,True,25,55,85,360,2025-03-23,41,29,1,279,30,174,4.61,4.8,4.83,4.63,4.51,4.9,4.56,t,95,86,7,0,2.37
